"REF_DATE","GEO","DGUID","Characteristics","Net worth indicators (wealth)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Atlantic Region","2016A00011","35 to 44 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059497754","2.8.10","66.1","","","","1"
"2017","Atlantic Region","2016A00011","35 to 44 years","Assets as a share of net worth","Percent","239","units ","0","v1059497755","2.8.11","166.1","","","","1"
"2017","Atlantic Region","2016A00011","35 to 44 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059497756","2.8.12","","..","","","1"
"2017","Atlantic Region","2016A00011","35 to 44 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059497757","2.8.13","","..","","","1"
"2017","Atlantic Region","2016A00011","35 to 44 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059497758","2.8.14","","..","","","1"
"2017","Atlantic Region","2016A00011","35 to 44 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059497759","2.8.15","","..","","","1"
"2017","Atlantic Region","2016A00011","35 to 44 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059497760","2.8.16","","..","","","1"
"2017","Atlantic Region","2016A00011","35 to 44 years","Debt to disposable income ratio","Percent","239","units ","0","v1059497761","2.8.17","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059497762","2.9.1","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059497763","2.9.2","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059497764","2.9.3","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059497765","2.9.4","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Real estate as a share of total assets","Percent","239","units ","0","v1059497766","2.9.5","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059497767","2.9.6","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059497768","2.9.7","17.7","","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059497769","2.9.8","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059497770","2.9.9","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059497771","2.9.10","21.5","","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Assets as a share of net worth","Percent","239","units ","0","v1059497772","2.9.11","121.5","","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059497773","2.9.12","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059497774","2.9.13","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059497775","2.9.14","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059497776","2.9.15","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059497777","2.9.16","","..","","","1"
"2017","Atlantic Region","2016A00011","45 to 54 years","Debt to disposable income ratio","Percent","239","units ","0","v1059497778","2.9.17","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059497779","2.10.1","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059497780","2.10.2","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059497781","2.10.3","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059497782","2.10.4","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Real estate as a share of total assets","Percent","239","units ","0","v1059497783","2.10.5","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059497784","2.10.6","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059497785","2.10.7","10.7","","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059497786","2.10.8","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059497787","2.10.9","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059497788","2.10.10","12.0","","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Assets as a share of net worth","Percent","239","units ","0","v1059497789","2.10.11","112.0","","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059497790","2.10.12","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059497791","2.10.13","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059497792","2.10.14","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059497793","2.10.15","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059497794","2.10.16","","..","","","1"
"2017","Atlantic Region","2016A00011","55 to 64 years","Debt to disposable income ratio","Percent","239","units ","0","v1059497795","2.10.17","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Financial assets as a share of total assets","Percent","239","units ","0","v1059497796","2.11.1","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059497797","2.11.2","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Other financial assets as a share of total assets","Percent","239","units ","0","v1059497798","2.11.3","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059497799","2.11.4","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Real estate as a share of total assets","Percent","239","units ","0","v1059497800","2.11.5","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059497801","2.11.6","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Liabilities as a share of total assets","Percent","239","units ","0","v1059497802","2.11.7","6.4","","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059497803","2.11.8","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Other liabilities as a share of total assets","Percent","239","units ","0","v1059497804","2.11.9","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Liabilities as a share of net worth","Percent","239","units ","0","v1059497805","2.11.10","6.9","","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Assets as a share of net worth","Percent","239","units ","0","v1059497806","2.11.11","106.9","","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Financial assets as a share of net worth","Percent","239","units ","0","v1059497807","2.11.12","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059497808","2.11.13","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Owner's equity as a share of real estate","Percent","239","units ","0","v1059497809","2.11.14","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Real estate as a share of disposable income","Percent","239","units ","0","v1059497810","2.11.15","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Net worth as a share of disposable income","Percent","239","units ","0","v1059497811","2.11.16","","..","","","1"
"2017","Atlantic Region","2016A00011","65 years and over","Debt to disposable income ratio","Percent","239","units ","0","v1059497812","2.11.17","","..","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Financial assets as a share of total assets","Percent","239","units ","0","v116905415","3.1.1","54.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v116905416","3.1.2","28.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905417","3.1.3","26.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905418","3.1.4","45.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905419","3.1.5","33.7","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905420","3.1.6","11.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Liabilities as a share of total assets","Percent","239","units ","0","v116905421","3.1.7","18.7","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v116905422","3.1.8","9.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Other liabilities as a share of total assets","Percent","239","units ","0","v116905423","3.1.9","8.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Liabilities as a share of net worth","Percent","239","units ","0","v116905424","3.1.10","23.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Assets as a share of net worth","Percent","239","units ","0","v116905425","3.1.11","123.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Financial assets as a share of net worth","Percent","239","units ","0","v116905426","3.1.12","67.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Financial assets to non-financial assets ratio","Percent","239","units ","0","v116905427","3.1.13","120.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905428","3.1.14","70.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905429","3.1.15","259.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905430","3.1.16","625.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905431","3.1.17","144.1","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Financial assets as a share of total assets","Percent","239","units ","0","v116905432","4.1.1","60.9","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v116905433","4.1.2","27.6","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905434","4.1.3","33.3","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905435","4.1.4","39.1","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905436","4.1.5","28.8","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905437","4.1.6","10.4","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Liabilities as a share of total assets","Percent","239","units ","0","v116905438","4.1.7","13.5","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v116905439","4.1.8","6.9","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Other liabilities as a share of total assets","Percent","239","units ","0","v116905440","4.1.9","6.6","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Liabilities as a share of net worth","Percent","239","units ","0","v116905441","4.1.10","15.7","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Assets as a share of net worth","Percent","239","units ","0","v116905442","4.1.11","115.7","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Financial assets as a share of net worth","Percent","239","units ","0","v116905443","4.1.12","70.4","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Financial assets to non-financial assets ratio","Percent","239","units ","0","v116905444","4.1.13","155.6","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905445","4.1.14","76.0","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905446","4.1.15","256.3","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905447","4.1.16","770.9","","","","1"
"2017","Prince Edward Island","2016A000211","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905448","4.1.17","120.6","","","","1"
"2017","Nova Scotia","2016A000212","All households","Financial assets as a share of total assets","Percent","239","units ","0","v116905449","5.1.1","62.8","","","","1"
"2017","Nova Scotia","2016A000212","All households","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v116905450","5.1.2","31.2","","","","1"
"2017","Nova Scotia","2016A000212","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905451","5.1.3","31.6","","","","1"
"2017","Nova Scotia","2016A000212","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905452","5.1.4","37.2","","","","1"
"2017","Nova Scotia","2016A000212","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905453","5.1.5","30.0","","","","1"
"2017","Nova Scotia","2016A000212","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905454","5.1.6","7.2","","","","1"
"2017","Nova Scotia","2016A000212","All households","Liabilities as a share of total assets","Percent","239","units ","0","v116905455","5.1.7","15.1","","","","1"
"2017","Nova Scotia","2016A000212","All households","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v116905456","5.1.8","7.2","","","","1"
"2017","Nova Scotia","2016A000212","All households","Other liabilities as a share of total assets","Percent","239","units ","0","v116905457","5.1.9","7.9","","","","1"
"2017","Nova Scotia","2016A000212","All households","Liabilities as a share of net worth","Percent","239","units ","0","v116905458","5.1.10","17.8","","","","1"
"2017","Nova Scotia","2016A000212","All households","Assets as a share of net worth","Percent","239","units ","0","v116905459","5.1.11","117.8","","","","1"
"2017","Nova Scotia","2016A000212","All households","Financial assets as a share of net worth","Percent","239","units ","0","v116905460","5.1.12","74.0","","","","1"
"2017","Nova Scotia","2016A000212","All households","Financial assets to non-financial assets ratio","Percent","239","units ","0","v116905461","5.1.13","168.9","","","","1"
"2017","Nova Scotia","2016A000212","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905462","5.1.14","75.9","","","","1"
"2017","Nova Scotia","2016A000212","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905463","5.1.15","270.1","","","","1"
"2017","Nova Scotia","2016A000212","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905464","5.1.16","764.4","","","","1"
"2017","Nova Scotia","2016A000212","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905465","5.1.17","136.1","","","","1"
"2017","New Brunswick","2016A000213","All households","Financial assets as a share of total assets","Percent","239","units ","0","v116905466","6.1.1","62.5","","","","1"
"2017","New Brunswick","2016A000213","All households","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v116905467","6.1.2","40.1","","","","1"
"2017","New Brunswick","2016A000213","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905468","6.1.3","22.4","","","","1"
"2017","New Brunswick","2016A000213","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905469","6.1.4","37.5","","","","1"
"2017","New Brunswick","2016A000213","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905470","6.1.5","28.4","","","","1"
"2017","New Brunswick","2016A000213","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905471","6.1.6","9.1","","","","1"
"2017","New Brunswick","2016A000213","All households","Liabilities as a share of total assets","Percent","239","units ","0","v116905472","6.1.7","17.3","","","","1"
"2017","New Brunswick","2016A000213","All households","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v116905473","6.1.8","8.2","","","","1"
"2017","New Brunswick","2016A000213","All households","Other liabilities as a share of total assets","Percent","239","units ","0","v116905474","6.1.9","9.1","","","","1"
"2017","New Brunswick","2016A000213","All households","Liabilities as a share of net worth","Percent","239","units ","0","v116905475","6.1.10","20.9","","","","1"
"2017","New Brunswick","2016A000213","All households","Assets as a share of net worth","Percent","239","units ","0","v116905476","6.1.11","120.9","","","","1"
"2017","New Brunswick","2016A000213","All households","Financial assets as a share of net worth","Percent","239","units ","0","v116905477","6.1.12","75.6","","","","1"
"2017","New Brunswick","2016A000213","All households","Financial assets to non-financial assets ratio","Percent","239","units ","0","v116905478","6.1.13","166.9","","","","1"
"2017","New Brunswick","2016A000213","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905479","6.1.14","71.2","","","","1"
"2017","New Brunswick","2016A000213","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905480","6.1.15","216.6","","","","1"
"2017","New Brunswick","2016A000213","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905481","6.1.16","631.7","","","","1"
"2017","New Brunswick","2016A000213","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905482","6.1.17","131.7","","","","1"
"2017","Quebec","2016A000224","All households","Financial assets as a share of total assets","Percent","239","units ","0","v116905483","7.1.1","59.3","","","","1"
"2017","Quebec","2016A000224","All households","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v116905484","7.1.2","25.5","","","","1"
"2017","Quebec","2016A000224","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905485","7.1.3","33.8","","","","1"
"2017","Quebec","2016A000224","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905486","7.1.4","40.7","","","","1"
"2017","Quebec","2016A000224","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905487","7.1.5","33.8","","","","1"
"2017","Quebec","2016A000224","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905488","7.1.6","6.9","","","","1"
"2017","Quebec","2016A000224","All households","Liabilities as a share of total assets","Percent","239","units ","0","v116905489","7.1.7","16.0","","","","1"
"2017","Quebec","2016A000224","All households","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v116905490","7.1.8","9.9","","","","1"
"2017","Quebec","2016A000224","All households","Other liabilities as a share of total assets","Percent","239","units ","0","v116905491","7.1.9","6.1","","","","1"
"2017","Quebec","2016A000224","All households","Liabilities as a share of net worth","Percent","239","units ","0","v116905492","7.1.10","19.0","","","","1"
"2017","Quebec","2016A000224","All households","Assets as a share of net worth","Percent","239","units ","0","v116905493","7.1.11","119.0","","","","1"
"2017","Quebec","2016A000224","All households","Financial assets as a share of net worth","Percent","239","units ","0","v116905494","7.1.12","70.6","","","","1"
"2017","Quebec","2016A000224","All households","Financial assets to non-financial assets ratio","Percent","239","units ","0","v116905495","7.1.13","145.7","","","","1"
"2017","Quebec","2016A000224","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905496","7.1.14","70.8","","","","1"
"2017","Quebec","2016A000224","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905497","7.1.15","339.3","","","","1"
"2017","Quebec","2016A000224","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905498","7.1.16","844.1","","","","1"
"2017","Quebec","2016A000224","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905499","7.1.17","160.6","","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498493","7.2.1","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498494","7.2.2","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498495","7.2.3","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498496","7.2.4","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498497","7.2.5","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498498","7.2.6","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498499","7.2.7","24.7","","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498500","7.2.8","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498501","7.2.9","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498502","7.2.10","32.8","","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498503","7.2.11","132.8","","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498504","7.2.12","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498505","7.2.13","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498506","7.2.14","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498507","7.2.15","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498508","7.2.16","","..","","","1"
"2017","Quebec","2016A000224","Lowest income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498509","7.2.17","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498510","7.3.1","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498511","7.3.2","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498512","7.3.3","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498513","7.3.4","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498514","7.3.5","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498515","7.3.6","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498516","7.3.7","17.6","","","","1"
"2017","Quebec","2016A000224","Second income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498517","7.3.8","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498518","7.3.9","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498519","7.3.10","21.4","","","","1"
"2017","Quebec","2016A000224","Second income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498520","7.3.11","121.4","","","","1"
"2017","Quebec","2016A000224","Second income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498521","7.3.12","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498522","7.3.13","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498523","7.3.14","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498524","7.3.15","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498525","7.3.16","","..","","","1"
"2017","Quebec","2016A000224","Second income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498526","7.3.17","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498527","7.4.1","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498528","7.4.2","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498529","7.4.3","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498530","7.4.4","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498531","7.4.5","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498532","7.4.6","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498533","7.4.7","18.0","","","","1"
"2017","Quebec","2016A000224","Third income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498534","7.4.8","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498535","7.4.9","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498536","7.4.10","22.0","","","","1"
"2017","Quebec","2016A000224","Third income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498537","7.4.11","122.0","","","","1"
"2017","Quebec","2016A000224","Third income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498538","7.4.12","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498539","7.4.13","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498540","7.4.14","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498541","7.4.15","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498542","7.4.16","","..","","","1"
"2017","Quebec","2016A000224","Third income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498543","7.4.17","","..","","","1"
"2017","Quebec","2016A000224","Fourth income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498544","7.5.1","","..","","","1"
"2017","Quebec","2016A000224","Fourth income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498545","7.5.2","","..","","","1"
"2017","Quebec","2016A000224","Fourth income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498546","7.5.3","","..","","","1"
"2017","Quebec","2016A000224","Fourth income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498547","7.5.4","","..","","","1"
"2017","Quebec","2016A000224","Fourth income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498548","7.5.5","","..","","","1"
"2017","Quebec","2016A000224","Fourth income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498549","7.5.6","","..","","","1"
"2017","Quebec","2016A000224","Fourth income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498550","7.5.7","17.3","","","","1"
